日本文学,4.392317422778761
文化,-1.0995356735509143
コース,-5.15650448567999
文学作品,3.8791456051256143
さまざま,-3.8791456051256143
現象,0.0
研究,-5.15650448567999
テーマ,-1.9193815397917153
各,-1.9193815397917153
時代,-0.8643449006424335
多彩,-2.2598671267551107
カリキュラム,-6.768184324776926
比較,1.222392421336448
周辺領域,3.488286481309482
学問,-1.9193815397917153
連携,-2.2598671267551107
ため,-6.768184324776926
各自,0.10496955960154247
関心,-1.3495844377902277
学習,-4.392317422778761
可能,-2.662965012722429
社会,-6.768184324776926
活,1.9193815397917153
情報,-1.765534746362977
スキル,-2.0834160081876374
身,-6.768184324776926
こと,-6.768184324776926
将来的,3.8791456051256143
中学校,0.42269107182227916
高校,0.21021770739034584
教員,-2.8994731240460356
官公庁,1.9193815397917153
一般,0.0
企業,-2.2598671267551107
就職,-1.222392421336448
日本,-1.222392421336448
文学,1.9193815397917153
自由,-0.31602749344767805
科,-0.9803711932510674
英米文学,3.488286481309482
ドイツ文学,4.392317422778761
フランス文学,4.392317422778761
演劇,2.8994731240460356
学,-2.662965012722429
文芸,3.8791456051256143
メディア,0.42269107182227916
6,-0.21021770739034562
専攻,-2.0834160081876374
古代,2.8994731240460356
現代,-0.8643449006424335
日本語,2.0834160081876374
表現,-0.31602749344767805
そのもの,2.0834160081876374
成り立ち,2.0834160081876374
日本の文化,3.169925001442312
特質,3.8791456051256143
英語,-0.4226910718222791
運用,1.3495844377902277
技能,-1.3495844377902277
向上,-1.222392421336448
英,3.169925001442312
米,3.169925001442312
英語学,3.488286481309482
専門,-6.768184324776926
分野,-6.768184324776926
ドイツ,2.451695969857692
はじめ,-2.0834160081876374
オーストリア,3.8791456051256143
スイス,3.169925001442312
ドイツ語圏,3.8791456051256143
社会問題,1.4818690077570527
東西,3.8791456051256143
ヨーロッパ,1.9193815397917153
アラブ,5.15650448567999
アフリカ,3.8791456051256143
東洋,3.169925001442312
影響,1.765534746362977
発展,-1.4818690077570527
フランス文化,3.8791456051256143
特徴,-1.9193815397917153
思想,0.9803711932510675
芸術,0.9803711932510675
古今東西,4.392317422778761
歴史的,2.2598671267551107
理論,-2.662965012722429
的,-6.768184324776926
古典,2.2598671267551107
現代文,5.15650448567999
各種,0.0
読解力,2.662965012722429
文章表現,4.392317422778761
方法,-2.451695969857692
視点,-2.8994731240460356
人間,-4.392317422778761
本質,-0.1049695596015425
多様,-2.662965012722429
文,3.488286481309482
学科,-6.768184324776926
ここ,2.0834160081876374
個人,0.6398244357556746
それぞれ,-2.662965012722429
言語,0.6398244357556746
家族,1.222392421336448
民族,2.2598671267551107
国家,2.2598671267551107
枠,0.7509724521600853
制約,3.8791456051256143
中,-2.8994731240460356
いろいろ,3.169925001442312
経験,-1.9193815397917153
結晶,3.8791456051256143
文字,3.8791456051256143
化,-2.451695969857692
もの,-0.9803711932510674
人類,0.6398244357556746
貴重,2.8994731240460356
財産,2.8994731240460356
哲学,1.4818690077570527
音楽,1.4818690077570527
舞台,0.9803711932510675
サブカルチャー,4.392317422778761
学生,-3.4882864813094825
自身,0.42269107182227916
発表,-0.8643449006424335
議論,0.9803711932510675
演習,-3.8791456051256143
授業,-3.8791456051256143
多数,-0.31602749344767805
展開,-2.662965012722429
他者,1.222392421336448
新た,-0.9803711932510674
意味,0.9803711932510675
発見,-0.5305147166987798
能力,-3.1699250014423126
5,-0.9803711932510674
専修,1.620151929183456
1年,-5.15650448567999
次,-6.768184324776926
所属,-0.21021770739034562
1,-2.8994731240460356
～,-0.8643449006424335
4年,-3.8791456051256143
計画的,3.8791456051256143
以外,0.5305147166987798
科目,-6.768184324776926
履修,-3.1699250014423126
他,-1.9193815397917153
バランス,-1.765534746362977
特,0.6398244357556746
言葉,1.3495844377902277
自分,-2.451695969857692
考え,1.0995356735509143
高度,-3.8791456051256143
養成,-5.15650448567999
日文,5.15650448567999
英文,3.488286481309482
),-1.765534746362977
日本の言語,5.15650448567999
形成,-0.4226910718222791
中国,1.620151929183456
いくつ,3.8791456051256143
絶えま,5.15650448567999
変化,-1.0995356735509143
精妙,5.15650448567999
構築,-0.21021770739034562
理解,-6.768184324776926
解釈,2.662965012722429
向こう,5.15650448567999
真,0.5305147166987798
姿,1.620151929183456
深遠,5.15650448567999
国語,3.8791456051256143
道,0.7509724521600853
中心,-3.8791456051256143
多種,1.0995356735509143
知性,1.3495844377902277
感性,-0.31602749344767805
磨き,2.662965012722429
洞察,0.3160274934476781
力,-5.15650448567999
洗練,3.8791456051256143
しなやか,3.8791456051256143
自ら,-2.0834160081876374
問題意識,1.9193815397917153
あり方,-0.4226910718222791
それら,-0.4226910718222791
発現,3.169925001442312
言語表現,4.392317422778761
客観的,1.9193815397917153
レベル,-0.1049695596015425
創作,3.8791456051256143
試み,3.8791456051256143
想像力,3.169925001442312
構成,-2.2598671267551107
意識,-0.5305147166987798
平成30年,2.451695969857692
4月,-0.21021770739034562
設置,-4.392317422778761
ことば,2.8994731240460356
評論,5.15650448567999
批評,3.8791456051256143
技術,-2.8994731240460356
小説,4.392317422778761
雑誌,3.488286481309482
制作,0.8643449006424337
実習,-4.392317422778761
コミュニケーション,-0.8643449006424335
探求,-0.1049695596015425
英米,3.169925001442312
軸,0.0
異文化,1.222392421336448
強化,0.8643449006424337
重視,-2.2598671267551107
2,-3.4882864813094825
語学,0.8643449006424337
伝統芸能,4.392317422778761
探究,-1.765534746362977
感動,3.488286481309482
愉,5.15650448567999
多く,-1.9193815397917153
人,-6.768184324776926
豊か,-3.8791456051256143
さ,-0.8643449006424335
表現者,5.15650448567999
センス,0.9803711932510675
3,-4.392317422778761
卒業後,-2.451695969857692
活躍,-5.15650448567999
4,-4.392317422778761
領域,-5.15650448567999
系,-2.662965012722429
方言,5.15650448567999
若者言葉,5.15650448567999
等,-2.0834160081876374
映画,2.2598671267551107
